Id,Label,Properties:name,Properties:brandName,Properties:type,Properties:fdaApproved,Properties:molecularWeight,Properties:dosageForm,Properties:dosageMg,Properties:manufacturer,Properties:approvalDate,Properties:indication,Properties:contraindications,Properties:sideEffects,Properties:source,Properties:confidence
DRUG_00482,Drug,Drug_482_482,MedSR,OPIOID,True,397.47,capsule,454,Sanofi,2005-11-22,inflammation reduction,kidney impairment,constipation; headache,FDA_ORANGE_BOOK,0.986
DRUG_00483,Drug,Drug_483_483,GenXR,HYPNOTIC,True,439.91,cream,265,Novartis,2018-06-28,cardiac protection,pregnancy; bleeding disorders,dry mouth; dizziness; rash,FDA_ORANGE_BOOK,0.975
DRUG_00484,Drug,Drug_484_484,Pharmaex,ANXIOLYTIC,True,327.35,cream,386,AbbVie,1997-05-19,blood pressure control,bleeding disorders,rash; nausea; insomnia,FDA_ORANGE_BOOK,0.932
DRUG_00485,Drug,Drug_485_485,Proforte,ANTIBIOTIC,True,338.36,cream,339,Johnson & Johnson,1991-11-08,anxiety reduction,pregnancy; allergy history,nausea; headache; rash; drowsiness,FDA_ORANGE_BOOK,0.939
DRUG_00486,Drug,Drug_486_486,Vitaforte,CORTICOSTEROID,True,186.2,tablet,17,Roche,2005-12-16,anxiety reduction,kidney impairment,dry mouth; insomnia,FDA_ORANGE_BOOK,0.933
DRUG_00487,Drug,Drug_487_487,Vitamax,ANTICONVULSANT,True,500.28,tablet,193,Bristol Myers Squibb,2008-04-13,cardiac protection,liver disease; allergy history; bleeding disorders,nausea; rash; constipation,FDA_ORANGE_BOOK,0.868
DRUG_00488,Drug,Drug_488_488,PharmaLA,STATIN,False,490.15,tablet,475,Amgen,2009-10-05,cholesterol management,bleeding disorders; allergy history; pregnancy,nausea; constipation; dry mouth; headache; dizziness,FDA_ORANGE_BOOK,0.956
DRUG_00489,Drug,Drug_489_489,Novoine,CORTICOSTEROID,False,759.1,tablet,227,Bristol Myers Squibb,2014-06-17,cholesterol management,bleeding disorders,nausea; fatigue,FDA_ORANGE_BOOK,0.889
DRUG_00490,Drug,Drug_490_490,Novoex,DIURETIC,False,320.76,tablet,236,Johnson & Johnson,2005-11-09,depression treatment,heart failure,insomnia; diarrhea; dizziness; constipation; fatigue,FDA_ORANGE_BOOK,0.883
DRUG_00491,Drug,Drug_491_491,MaxSR,ANTIDEPRESSANT,True,489.44,capsule,265,GlaxoSmithKline,2001-12-29,inflammation reduction,pregnancy; allergy history; kidney impairment,nausea; diarrhea,FDA_ORANGE_BOOK,0.939
DRUG_00492,Drug,Drug_492_492,NeoER,HYPNOTIC,True,540.86,injection,98,Johnson & Johnson,2005-12-31,inflammation reduction,allergy history; liver disease; heart failure,dry mouth; nausea; headache; constipation; dizziness,FDA_ORANGE_BOOK,0.878
DRUG_00493,Drug,Drug_493_493,Genex,DIURETIC,True,341.77,cream,216,Roche,1990-03-02,anxiety reduction,liver disease; allergy history; pregnancy,nausea; insomnia; diarrhea; drowsiness; dry mouth,FDA_ORANGE_BOOK,0.937
DRUG_00494,Drug,Drug_494_494,Biool,PROTON_PUMP_INHIBITOR,False,517.76,capsule,178,Bristol Myers Squibb,2003-04-27,inflammation reduction,heart failure; pregnancy; allergy history,nausea; diarrhea; drowsiness; dry mouth; dizziness,FDA_ORANGE_BOOK,0.974
DRUG_00495,Drug,Drug_495_495,Biool,ANTIDEPRESSANT,True,487.82,syrup,219,Amgen,1994-03-23,cholesterol management,kidney impairment; pregnancy,drowsiness; nausea; diarrhea; dizziness; dry mouth,FDA_ORANGE_BOOK,0.92
DRUG_00496,Drug,Drug_496_496,Novoplus,ANTIDEPRESSANT,False,502.67,capsule,225,Novartis,2010-10-13,infection control,liver disease; bleeding disorders,dry mouth; rash; diarrhea; drowsiness; constipation,FDA_ORANGE_BOOK,0.904
DRUG_00497,Drug,Drug_497_497,Ultraplus,STATIN,True,737.52,cream,54,Sanofi,2020-04-13,blood pressure control,liver disease; heart failure; allergy history,headache; rash,FDA_ORANGE_BOOK,0.941
DRUG_00498,Drug,Drug_498_498,Biool,NSAID,True,655.08,syrup,19,Merck,2020-08-29,pain relief,allergy history; heart failure,dry mouth; insomnia; headache,FDA_ORANGE_BOOK,0.989
DRUG_00499,Drug,Drug_499_499,Vitaforte,DIURETIC,False,240.16,injection,35,Pfizer,2017-08-11,cardiac protection,bleeding disorders; allergy history,dizziness; drowsiness; constipation; diarrhea,FDA_ORANGE_BOOK,0.961
DRUG_00500,Drug,Drug_500_500,UltraSR,ACE_INHIBITOR,True,353.44,tablet,331,AbbVie,2016-06-19,cardiac protection,bleeding disorders; heart failure,dizziness; headache,FDA_ORANGE_BOOK,0.931
